Word,WordPhonetic,WordTune,Part,WordDef,Remark,Level
天井,てんじょう,0,名,天花板,,N2
転職,てんしょく,0,名,改行,,N2
伝染,でんせん,0,名,传染,,N2
伝染病,でんせんびょう,0,名,传染病,,N2
電卓,でんたく,0,名,计算器,,N2
電柱,でんちゅう,0,名,电线杆,,N2
天然,てんねん,0,名,天然,,N2
天皇,てんのう,3,名,天皇,,N2
天皇陛下,てんのうへいか,5,名,天皇陛下,,N2
電波,でんぱ,1,名,电波,,N2
展覧,てんらん,0,名,展览,,N2
電流,でんりゅう,0,名,电流,,N2
電力,でんりょく,"1,0",名,电力,,N2
問い合わせ,といあわせ,0,名,询问,,N2
塔,とう,1,名,塔,,N2
銅,どう,1,名,铜,,N2
答案,とうあん,0,名,答案,,N2
同意,どうい,0,名,同意,,N2
統一,とういつ,0,名,统一,,N2
同一,どういつ,0,名,相同，同样,,N2
同格,どうかく,0,名,同等资格,,N2
同額,どうがく,0,名,同等金额,,N2
峠,とうげ,3,名,山顶；顶点,【记】とう（塔）+げ（给）→顶,N2
統計,とうけい,0,名,统计,,N2
陶芸,とうげい,0,名,陶瓷工艺,,N2
東西,とうざい,1,名,东西,,N2
当社,とうしゃ,1,名,本公司,,N2
当初,とうしょ,1,名,当初,,N2
投書,とうしょ,0,名,投稿,,N2
登場,とうじょう,0,名,登场,,N2
同姓,どうせい,0,名,同姓,,N2
同性,どうせい,0,名,同性别,,N2
同棲,どうせい,0,名,男女同居,,N2
闘争,とうそう,0,名,斗争,,N2
灯台,とうだい,0,名,灯台,,N2
到着,とうちゃく,0,名,到达,,N2
同調,どうちょう,0,名,同样的调子，统一步调,,N2
当店,とうてん,1,名,本商店，本饭店,,N2
盗難,とうなん,0,名,失窃，被盗,,N2
当年,とうねん,1,名,当年,,N2
当番,とうばん,1,名,值班，值日,,N2
等分,とうぶん,0,名,相等的分数；相等的分量,,N2
透明,とうめい,0,名,透明,,N2
灯油,とうゆ,0,名,灯油,,N2
東洋,とうよう,1,名,东洋，东方,,N2
動揺,どうよう,0,名,动摇,,N2
童謡,どうよう,0,名,童谣,,N2
道理,どうり,3,名,道理,,N2
得,とく,0,名,利益；赚，合算,,N2
毒,どく,2,名,毒，毒药,,N2
読者,どくしゃ,1,名,读者,,N2
特殊,とくしゅ,"0,1",名,特殊,,N2
読書,どくしょ,1,名,读书,,N2
特色,とくしょく,0,名,特色,,N2
特定,とくてい,0,名,特定,,N2
得点,とくてん,0,名,得分,,N2
とことん,とことん,3,名,最后，到底,【记】とことん（将石头投入水中时发出的声音）→到底,N2
床の間,とこのま,0,名,（日式房间里的）壁龛,【记】と（土）+こ（地方）→土地→床,N2
所々,ところどころ,4,名,到处，处处,,N2
登山,とざん,"1,0",名,登山,,N2
年頃,としごろ,0,名,大致的年龄；妙龄，适龄,,N2
戸棚,とだな,0,名,橱柜,【记】た（多）+な（那→长）→很多格子的长的东西→架子,N2
取っ手,とって,"0,3",名,把手,,N2
殿,との,1,名,殿下，先生,,N2
扉,とびら,0,名,门；心扉,【记】と（戸）+びら（ひらく→開く→「非」→字形比喻门往两边开）→户+非→扉,N2
虎,とら,0,名,虎，老虎；醉汉,【记】と（突）+ら（拉）→动物中比较突出的、森林之王→老虎,N2
内閣,ないかく,1,名,内阁,,N2
内心,ないしん,0,名,内心,,N2
内線,ないせん,0,名,内线；分机,,N2
内戦,ないせん,0,名,内战,,N2
長雨,ながあめ,"0,3",名,阴雨连绵,,N2
長生き,ながいき,"4,3",名,长寿，长生不老,,N2
流し,ながし,3,名,流动；水池子；澡堂,【记】な（那→长）+が（状态）+す（做）→让它长→流动,N2
中身,なかみ,2,名,内容，里面的东西,,N2
眺め,ながめ,3,名,风景,【记】なが（長→兆）+め（目）→目+兆→眺,N2
流れ,ながれ,3,名,流；流程；流派；文章的上下文；事件的经过,【记】な（那→长）+が（状态）+れ（来）→很长的→流,N2
泣き声,なきごえ,"3,0",名,哭声,【记】な（那→长）+く（哭）→（哭）叫；こ（ご→过）+え（へ→方向）→传来的东西→声音,N2
鳴き声,なきごえ,"3,0",名,鸣叫声,【记】同上,N2
謎,なぞ,0,名,谜,【记】な（なに→何）+ぞ（よ→感叹词）→なによ→是什么呀→谜,N2
謎々,なぞなぞ,0,名,谜语,,N2
納得,なっとく,0,名,心服口服,,N2
斜め,ななめ,2,名,斜，倾斜,【记】なな（七）+め（も→もの→物）→在数字从1到10的正态分布图中，曲线的最高峰是5和6，从7开始向下倾斜,N2
生意気,なまいき,0,名,狂妄，自以为是,,N2
怠け者,なまけもの,"0,5",名,懒汉,【记】なま（生）+け（気→忄）→心理上觉得自己手生干不好→忄+赖→懒,N2
波,なみ,2,名,波，波浪,【记】な（那→长）+み（みず→水）→长的流动的水→波,N2
並,なみ,0,名,普通，一般；（尺寸上）中号,【记】な（那→长）+み（む→闷）→并列,N2
並木,なみき,0,名,街道两旁的树木,,N2
縄,なわ,2,名,绳子,【记】な（那→长）+わ（弯→圆）→长的圆东西→绳子,N2
難,なん,1,名,难，困难；苦难,,N2
難解,なんかい,0,名,难解，难懂,,N2
南極,なんきょく,0,名,南极,,N2
難点,なんてん,"3,0",名,难点,,N2
南米,なんべい,0,名,南美,,N2
南北,なんぼく,1,名,南北，南方和北方,,N2
憎しみ,にくしみ,0,名,憎恶，憎恨,【记】に（凝→增→曾）+く（根据字形→方向）+し（心→忄）+み（む→用力状）→忄+曾→憎,N2
肉食,にくしょく,0,名,肉食，食肉,,N2
肉体,にくたい,0,名,肉体,,N2
虹,にじ,0,名,彩虹,【记】に（霓）+じ（示）→彩虹,N2
西日,にしび,0,名,夕阳,,N2
日課,にっか,0,名,每天固定或习惯做的事情,,N2
日光,にっこう,1,名,日光，阳光,,N2
日中,にっちゅう,0,名,白天,,N2
入会,にゅうかい,0,名,入会,,N2
乳牛,にゅうぎゅう,0,名,奶牛,,N2
入金,にゅうきん,0,名,收进来的款项,,N2
入社,にゅうしゃ,0,名,参加工作，进入公司,,N2
入力,にゅうりょく,"0,1",名,输入,,N2
女房,にょうぼう,1,名,妻子，老婆,,N2
鶏,にわとり,0,名,鸡,,N2
認識,にんしき,0,名,认识，理解,,N2
糠,ぬか,"2,0",名,（米、麦）糠,【记】ぬ（nu→ru→濡→湿）+か（糠）→糠,N2
根,ね,1,名,（植物的）根；根据,【记】ね（に→泥）→长在泥里→根,N2
螺子,ねじ,1,名,螺丝；发条,【记】ねじ（拧紧）→发条,N2
螺子回し,ねじまわし,3,名,螺丝刀,,N2
鼠,ねずみ,0,名,老鼠,【记】ね（ね→な→あな→穴）+すみ（すむ→住む）+浊音（拖泥带水→有关）→住在洞穴中的动物→老鼠,N2
熱演,ねつえん,0,名,热情表演,,N2
熱帯,ねったい,0,名,热带,,N2
熱中,ねっちゅう,0,名,热衷,,N2
寝巻き,ねまき,0,名,睡衣,,N2
狙い,ねらい,0,名,目标,【记】ね（に→凝）+ら（拉）+い（う→ふ→風→状态）→凝视,N2
念,ねん,"0,1",名,念头，心愿,,N2
年賀状,ねんがじょう,"3,0",名,贺年卡,,N2
年月,ねんげつ,1,名,年月，岁月,,N2
年輩/年配,ねんぱい,0,名,中老年；大致的年龄,,N2
野,の,1,名,野地，原野，田野,,N2
脳,のう,1,名,脑，头脑；脑力,,N2
能,のう,1,名,能乐（日本舞台艺术中的一种）；能力；能够；效力，功效,,N2
能率,のうりつ,0,名,效率,,N2
軒,のき,0,名,屋檐,【记】の（な→那→长）+き（木）→长木头→屋檐,N2
鋸,のこぎり,"3,4",名,锯,【记】の（な→那→长）+こ（き→木）+きり（切り）+浊音（拖泥带水→有关）→切断木头的长形物→锯,N2
望み,のぞみ,0,名,希望，愿望，期望,【记】の（な→那→长）+そ（其）+浊音（拖泥带水→有关）+む（み→みる→見る）→从远处跟它有关→望,N2
後,のち,"2,0",名,之后，后来,【记】の（な→那→长）+ち（地）→长地方→走过后留下来的地方→のこり+ち→のち,N2
のん気,のんき,1,名,悠闲；慢性子，不着急,【记】の（な→那→长）+ん（る→留→长）+き（気）→长时间保持相同的心情→悠闲的心情,N2
灰,はい,0,名,灰，灰烬,,N2
肺,はい,0,名,肺,,N2
灰色,はいいろ,0,名,灰色,,N2
梅雨,ばいう,1,名,梅雨,,N2
俳句,はいく,0,名,（日本）俳句（由五、七、五共十七个音组成的短诗）,,N2
配偶者,はいぐうしゃ,3,名,配偶,,N2
拝啓,はいけい,1,名,敬启,,N2
配達,はいたつ,0,名,送货,,N2
配置,はいち,0,名,摆列，布置,,N2
売買,ばいばい,1,名,买卖,,N2
配布,はいふ,"0,1",名,散发（广告等）,,N2
配分,はいぶん,0,名,分配,,N2
俳優,はいゆう,0,名,演员,,N2
墓,はか,2,名,坟墓,【记】は（哈→放）+か（加）→一直放土→埋葬→坟墓,N2
博士,はかせ,1,名,博士,,N2
秤,はかり,"0,3",名,秤,【记】は（哈→放）+か（加）+り（る→留→长）→把尺子放开→计量→秤,N2
吐気,はきけ,3,名,恶心,,N2
拍手,はくしゅ,1,名,鼓掌,,N2
爆発,ばくはつ,0,名,爆炸；爆发,,N2
博物,はくぶつ,"2,0",名,博物,,N2
歯車,はぐるま,2,名,齿轮,,N2
恥,はじ,2,名,耻辱，丢脸,【记】は（哈→放）+じ（ず→啧）→发出啧啧的声音→耻辱,N2
梯子,はしご,0,名,梯子,【记】は（哈→放）+し（细）+こ（己→小）+浊音（拖泥带水→有关）→细长的带有衔接物的东西→梯子,N2
柱,はしら,"3,0",名,柱子；支柱,【记】は（哈→放）+し（细）+ら（拉）→长的、细的东西→柱子,N2
柱時計,はしらどけい,4,名,挂钟,,N2
蓮,はす,0,名,莲，莲花，荷花,【记】は（河）+す（丝→轻→清）→长在河里，出淤泥而不染的植物→荷花,N2
斜,はす,0,名,斜,【记】はす（蓮）→荷花的叶子呈卷曲的圆形→卷曲的→不直的→斜的,N2
肌,はだ,1,名,皮肤；物体表面,【记】は（哈→放）+だ（大）→暴露多→皮肤,N2
裸,はだか,0,名,裸体；坦诚,【记】は（哈→放）+だ（大）+か（加）→全部露出→裸,N2
肌着,はだぎ,"3,0",名,贴身内衣,,N2
畑,はたけ,0,名,旱田,【记】はた（旱田）+け（こ→地方）→火（は）+田（た）→畑,N2
裸足,はだし,0,名,赤脚,,N2
鉢,はち,2,名,花盆,【记】は（花）+ち（地）→放花的地方→花盆,N2
蜂,はち,0,名,蜜蜂,【记】は（花）+ち（地）→去花里的动物→蜜蜂,N2
罰,ばつ,1,名,惩罚,,N2
発刊,はっかん,0,名,创刊；出版,,N2
発揮,はっき,0,名,发挥，施展,,N2
罰金,ばっきん,0,名,罚款,,N2
発券,はっけん,0,名,出票,,N2
発射,はっしゃ,0,名,发射,,N2
発信,はっしん,0,名,发信，发报,,N2
発生,はっせい,0,名,发生,,N2
発声,はっせい,0,名,发声，发音,,N2
発想,はっそう,0,名,构思，想法；表达；主意,,N2
発送,はっそう,0,名,发送,,N2
発達,はったつ,0,名,发达,,N2
葉っぱ,はっぱ,0,名,叶子,,N2
発売,はつばい,0,名,出售，发售,,N2
羽/羽根,はね,0,名,翅膀；羽毛,【记】は（哈→发→飞）+ね（根）→飞行时起作用的带根的东西→羽毛,N2
発条,ばね,1,名,发条；弹簧,【记】ば（把）+ね（捻→拧）→把它拧紧→发条,N2
幅,はば,0,名,幅面，宽度；势力，威力；灵活性，余地；差价,【记】は（哈→放）+ば（把）→把它放出去→宽,N2
破片,はへん,0,名,碎片,,N2
早起き,はやおき,"2,3",名,早起,,N2
早口,はやくち,2,名,说话快,,N2
早道,はやみち,2,名,近路，近道,,N2
早口言葉,はやくちことば,5,名,绕口令,,N2
原,はら,1,名,平原；荒原,【记】は（哈→放）+ら（拉）→拉开→（空旷的）平原,N2
薔薇,ばら,0,名,蔷薇，玫瑰,【记】ば（把）+ら（剌）→把手刺破的→带刺的→蔷薇,N2
針,はり,1,名,针,【记】は（哈→发→锋）+り（利）→锋利的东西→针,N2
針金,はりがね,0,名,铁丝，铜丝，钢丝,,N2
繁栄,はんえい,0,名,繁荣,,N2
半径,はんけい,1,名,半径,,N2
犯行,はんこう,0,名,犯罪行为,,N2
犯罪,はんざい,0,名,犯罪,,N2
万歳,ばんざい,3,名,万岁,,N2
判事,はんじ,1,名,审判员，法官,,N2
半島,はんとう,0,名,半岛,,N2
反発,はんぱつ,0,名,反抗；反对；反弹，回升,,N2
日当たり,ひあたり,0,名,采光,【记】あ（上）+た（て→手）+り（る→留→长）→把手伸开→大面积地接触,N2
日帰り,ひがえり,"0,4",名,当天去当天回,,N2
卑怯,ひきょう,2,名,卑怯，胆怯；卑鄙,,N2
額,ひたい,0,名,额头,【记】ひ（ひろい→広い）+たい（太→太平→平）→又宽又平的部位→额头,N2
筆者,ひっしゃ,1,名,作者,,N2
必需,ひつじゅ,0,名,必需，必不可少,,N2
必需品,ひつじゅひん,0,名,必需品,,N2
人通り,ひとどおり,0,名,来往的行人,,N2
人見知り,ひとみしり,"0,3",名,认生，怕生,,N2
瞳,ひとみ,0,名,瞳孔；眼睛,【记】ひと（人）+み（見）→看人的东西→瞳孔,N2
罅,ひび,2,名,裂纹，裂痕,【记】ひ（根据字形→低）+び（微）→小东西→裂纹,N2
響き,ひびき,3,名,回声，响声；影响,【记】ひ（根据字形→低）+び（微）+き（く→根据字形→方向）→声音低小→回声,N2
微妙,びみょう,0,名,微妙，不好说,,N2
雹,ひょう,1,名,冰雹,,N2
表紙,ひょうし,"3,0",名,封面,,N2
表示,ひょうじ,"0,1",名,表示,,N2
標識,ひょうしき,0,名,标示，标志，标记,,N2
平等,びょうどう,0,名,平等,,N2
標本,ひょうほん,0,名,标本,,N2
肥料,ひりょう,1,名,肥料,,N2
瓶詰め,びんづめ,"0,4",名,瓶装,【记】つ（て→手）+め（も→もの）→爪→詰める→塞,N2
不意,ふい,0,名,冷不防；意外,,N2
風船,ふうせん,0,名,气球,,N2
不運,ふうん,1,名,不幸,,N2
笛,ふえ,0,名,笛子,【记】ふ（吹气声）+え（へ→方向）→吹笛子状→笛,N2
不可欠,ふかけつ,2,名,不可缺少,,N2
武器,ぶき,1,名,武器,,N2
不規則,ふきそく,"2,3",名,不规则,,N2
不吉,ふきつ,0,名,不吉利,,N2
不況,ふきょう,0,名,不景气,,N2
不器用,ぶきよう,2,名,不灵活，不灵巧，笨拙,,N2
布巾,ふきん,2,名,抹布,,N2
複写,ふくしゃ,0,名,复写；复印,,N2
複数,ふくすう,3,名,复数,,N2
不幸,ふこう,2,名,不幸,,N2
符号,ふごう,0,名,符号,,N2
負債,ふさい,0,名,负债,,N2
無沙汰,ぶさた,0,名,久疏问候,,N2
節,ふし,2,名,（竹子等的）节；关节；段落；缝隙；点；曲调,【记】ふし（缝隙）→带缝隙的东西→节,N2
部室,ぶしつ,0,名,俱乐部活动的房间,,N2
部首,ぶしゅ,1,名,偏旁部首,,N2
不自由,ふじゆう,1,名,不自由；不能自由地应用,,N2
不十分,ふじゅうぶん,2,名,不充分，不完全,,N2
襖,ふすま,"0,3",名,隔扇，推拉门,【记】ふ（封）+す（丝→清→轻）+ま（間）→轻轻封上一间屋→日式纸制推拉门,N2
不正,ふせい,0,名,不正当的行为；行贿，受贿；贪污,,N2
付属,ふぞく,0,名,附属,,N2
二叉/二股,ふたまた,0,名,两岔；脚踩两只船,【记】ま（满）+た（多）→又→从一个地方分成两个地方→两岔,N2
縁,ふち,2,名,边，框,【记】ふち（封齐）→框,N2
淵,ふち,2,名,深渊,【记】ふ（ふか→深）+ち（地）→深渊,N2
不調,ふちょう,0,名,不成功；不顺利；不健康,,N2
不通,ふつう,0,名,线路不通；没有音信,,N2
物価,ぶっか,0,名,物价,,N2
物資,ぶっし,1,名,物资,,N2
物質,ぶっしつ,0,名,物质，物体,,N2
物騒,ぶっそう,3,名,危险；骚动不安,,N2
物体,ぶったい,0,名,物体,,N2
筆,ふで,0,名,笔；毛笔；笔记,【记】ふ（ふみ→文）+て（手）+浊音（拖泥带水→有关）→握在手里写文章的用具→笔,N2
不適切,ふてきせつ,2,名,不恰当，不确切,,N2
不得意,ふとくい,2,名,不擅长,,N2
吹雪,ふぶき,1,名,暴风雪,【记】ふ（吹气声）+ぶ（吹气声）+き（ゆき→雪）→被狂风吹的大雪→暴风雪,N2
不平,ふへい,0,名,不平,,N2
父母,ふぼ,1,名,父母,,N2
踏み切り,ふみきり,0,名,铁路的道口,【记】ふ（封）+み（む→闷）→踩踏状→踩；き（きん→金）+り（る→留→长）→金属留下→切；ふみ+きり→完全踏过去的→道口,N2
踏み場,ふみば,0,名,下脚地，落脚处,,N2
麓,ふもと,3,名,山麓，山脚,【记】ふ（ふむ→踏む）+もと（元）→踏的根基→山脚,N2
不愉快,ふゆかい,2,名,不愉快,,N2
扶養,ふよう,0,名,抚养,,N2
振り,ふり,"0,2",名,样子，打扮；假装,【记】ふ（风）+り（る→留→长）→振→挥,N2
不利,ふり,1,名,不利,,N2
振り仮名,ふりがな,"0,3",名,注音假名，为汉字注音的假名,,N2
振る舞い,ふるまい,0,名,动作，举止,【记】振る（挥）+舞い→挥舞,N2
風呂敷,ふろしき,0,名,包袱皮,【记】し（席）+き（く→方向）→铺→敷；風呂+敷→去澡堂洗澡时用它包裹换洗的衣服,N2
文化財,ぶんかざい,"3,0",名,文化遗产,,N2
分業,ぶんぎょう,0,名,分工,,N2
文芸,ぶんげい,"0,1",名,文艺,,N2
文献,ぶんけん,0,名,文献,,N2
分布,ぶんぷ,0,名,分布,,N2
文房具,ぶんぼうぐ,3,名,文具用品,,N2
文脈,ぶんみゃく,0,名,上下文,,N2
分量,ぶんりょう,3,名,分量；数量,,N2
塀,へい,0,名,围墙,,N2
閉会,へいかい,0,名,闭会，会议结束,,N2
平均,へいきん,0,名,平均,,N2
平均値,へいきんち,3,名,平均值,,N2
平行,へいこう,0,名,平行,,N2
兵隊,へいたい,0,名,军队,,N2
平方,へいほう,0,名,平方,,N2
平凡,へいぼん,0,名,平凡,,N2
臍,へそ,0,名,肚脐；脐带,【记】へ（方向）+そ（其→脐）→脐带,N2
下手糞,へたくそ,"4,0",名,笨；做得不好,,N2
別居,べっきょ,0,名,分居,,N2
別荘,べっそう,3,名,别墅,,N2
別々,べつべつ,0,名,各自，分别,,N2
縁,へり,2,名,边缘，边儿,【记】へ（根据字形→下降）+り（る→留→长）→越来越小→边缘,N2
編集,へんしゅう,0,名,编辑,,N2
望遠鏡,ぼうえんきょう,0,名,望远镜,,N2
方角,ほうがく,0,名,方位,,N2
箒,ほうき,"0,1",名,扫帚,【记】ほう（放）+き（木）→把垃圾放入簸箕里的树枝状的东西→扫帚,N2
方針,ほうしん,0,名,方针,,N2
宝石,ほうせき,0,名,宝石,,N2
法則,ほうそく,0,名,法则,,N2
包帯,ほうたい,0,名,绷带,,N2
放題,ほうだい,1,名,随便，自由；毫无限制,,N2
膨大,ぼうだい,0,名,庞大,,N2
膨張,ぼうちょう,0,名,膨胀,,N2
法廷,ほうてい,0,名,法庭,,N2
方程式,ほうていしき,3,名,方程式,,N2
防犯,ぼうはん,0,名,防止犯罪,,N2
豊富,ほうふ,"0,1",名,丰富,,N2
方々,ほうぼう,1,名,到处；各处,,N2
坊や,ぼうや,1,名,孩子,,N2
暴力,ぼうりょく,1,名,暴力,,N2
頬,ほお,1,名,脸颊,【记】ほ（ほう→放）+お（根据嘴型→圆）→很圆的东西→脸蛋儿,N2
牧場,ぼくじょう,0,名,牧场,,N2
牧畜,ぼくちく,0,名,畜牧,,N2
埃,ほこり,0,名,尘埃,【记】ほ（灰）+こ（己→小）+り（立→成立）→尘埃,N2
誇り,ほこり,0,名,自豪,【记】ほ（笑声）+こ（过）+り（る→留→长）→引起笑声→自豪,N2
保守,ほしゅ,1,名,保守,,N2
補習,ほしゅう,0,名,补习，补课,,N2
補助,ほじょ,1,名,补助,,N2
北極,ほっきょく,0,名,北极,,N2
坊ちゃん,ぼっちゃん,1,名,令郎；公子哥儿,,N2
仏,ほとけ,"0,3",名,佛；佛像,【记】ほとけ（浮屠家）→阿弥陀佛→佛,N2
骨,ほね,2,名,骨，骨头；骨干,【记】ほ（ほん→本→日本→细长状）+ね（根）→一根细长物→骨头,N2
炎,ほのお,1,名,火焰,【记】ほのお＝ほのほ；ほ（火）+の（助词→+）+ほ（火）→火+火+炎,N2
堀/濠/壕,ほり,2,名,护城河；沟,【记】ほ（河）+り（立→成立）→成为河→护城河,N2
襤褸,ぼろ,1,名,褴褛，破衣服；缺点，毛病,【记】ぼろ（破落）→衣衫褴褛,N2
盆,ぼん,0,名,盆；盘,,N2
本格,ほんかく,0,名,真正，正式；根本的规则，原则,,N2
本国,ほんごく,1,名,本国,,N2
本質,ほんしつ,0,名,本质,,N2
本来,ほんらい,1,名,本来,,N2
迷子,まいご,1,名,迷路；走丢的孩子,,N2
枚数,まいすう,3,名,张数,,N2
幕,まく,2,名,幕；场面；结束,,N2
膜,まく,2,名,膜；薄膜,,N2
枕,まくら,1,名,枕头,,N2
負け,まけ,0,名,输，败,【记】ま（慢）+け（开）→慢下来→败,N2
真心,まごころ,2,名,真心,,N2
真/誠,まこと,0,名,真实，真诚,【记】ま（满→真）+こと（事、言、殊）→真,N2
まさか,まさか,1,名,不会是……吧；没有想到；怎么可能啊,【记】ま（满→真）+さ（そ→其→那→那么）+か（疑问）→是真的吗,N2
真下,ました,3,名,正下方,,N2
待合室,まちあいしつ,3,名,等候室,,N2
待ち合わせ,まちあわせ,0,名,等候，约会,,N2
真っ赤,まっか,3,名,通红，鲜红,,N2
末期,まっき,1,名,末期,,N2
真っ暗,まっくら,3,名,（光线）漆黑,,N2
真っ黒,まっくろ,3,名,（颜色）乌黑,,N2
真っ青,まっさお,3,名,（颜色）蔚蓝；（脸色）铁青；（脸色）苍白,,N2
真っ先,まっさき,"3,4",名,最先，首先,,N2
真っ白,まっしろ,3,名,雪白，洁白,,N2
まとまり,まとまり,0,名,统一；一致；一个集合体,【记】ま（满）+と（止）+まる（む→闷）→归到满→总结,N2
まとめ,まとめ,0,名,总结,【记】ま（满）+と（止）+める（む→闷）→归到满→总结,N2
まとも,まとも,0,名,正经，正派,【记】ま（满→真）+と（特）+も（猛）→特别较真→正经,N2
真夏,まなつ,0,名,盛夏,,N2
幻,まぼろし,0,名,幻影,【记】ま（满）+ぼろ（破落）+し（稀）→幻影,N2
丸み,まるみ,0,名,圆，圆润,【记】ま（满→圆）+る（留→长）+み（身）→圆,N2
丸裸,まるはだか,3,名,一丝不挂,,N2
丸見え,まるみえ,0,名,看得一清二楚,,N2
回り道,まわりみち,"3,0",名,绕远，绕道,【记】ま（满→圆）+わ（弯）+り（る→留→长）→画圆圈→转,N2
万一,まんいち,1,名,万一,,N2
蔓延,まんえん,0,名,蔓延,,N2
真ん前,まんまえ,3,名,正前方,,N2
真ん丸,まんまる,"0,3",名,浑圆，溜圆,,N2
身動き,みうごき,2,名,身体的动作,【记】う（宇yu→羽yu）+ご（过）+き（く→根据字形→方向）→羽毛摆动→动,N2
見送り,みおくり,0,名,送行；静观；不采纳,,N2
見かけ,みかけ,0,名,外表,【记】か（加）+け（盖）→大面积地覆盖；見+かける（大面积地覆盖）→外表,N2
味方,みかた,0,名,同伴；站在自己一方的人,,N2
三日月,みかづき,0,名,新月，月牙儿,,N2
見込み,みこみ,0,名,可能性；希望,【记】こ（ご→过）+み（む→闷）→入；見+込む（非常；使劲）→使劲看→估计→有可能,N2
岬,みさき,0,名,岬角（向海或湖里突出的一部分陆地），海角,【记】み（見）+さき（先）→看远方→海角,N2
惨め,みじめ,1,名,惨，悲惨；惨痛,【记】み（身）+じ（贱）+め（目）→看上去卑贱→惨,N2
溝,みぞ,0,名,沟，水沟；槽；隔阂,【记】み（みず→水）+そ（そこ→底）+浊音（拖泥带水→水）→沟,N2
見出し,みだし,0,名,索引；标题,【记】見+出し→把……看出来→索引,N2
乱れ,みだれ,3,名,乱，混乱,【记】み（身）+だ（大）+れ（来）→来了一大堆东西→乱,N2
未知,みち,1,名,未知,,N2
身近,みぢか,0,名,身边；切身,,N2
道順,みちじゅん,0,名,路线；顺序,,N2
蜜,みつ,1,名,蜜，蜂蜜,,N2
密度,みつど,1,名,密度,,N2
身の上,みのうえ,0,名,身世；命运；境遇,,N2
身振り,みぶり,1,名,姿势,【记】ふ（风）+り（る→留→长）→甩动；身+振り→甩动身体→身体的动作,N2
見本,みほん,0,名,样品，样本；榜样,,N2
宮,みや,0,名,宫殿,【记】み（美）+や（屋）→宫殿,N2
都,みやこ,0,名,首都；都市,【记】みや（宮）+こ（地方）→有宫殿的地方→都,N2
苗字/名字,みょうじ,1,名,姓氏,,N2
未来,みらい,1,名,未来,,N2
魅了,みりょう,0,名,吸引,,N2
民間,みんかん,0,名,民间,,N2
民主,みんしゅ,"1,0",名,民主,,N2
民謡,みんよう,0,名,民谣,,N2
無意識,むいしき,2,名,无意识,,N2
無意味,むいみ,2,名,无意义,,N2
無関心,むかんしん,2,名,不感兴趣，不关心,,N2
向き,むき,1,名,方向；面向；认真,【记】む（ま→满→圆→脸）+き（く→根据字形→方向）→向,N2
麦,むぎ,1,名,麦子,【记】むき（むく→剥く）+浊音（拖泥带水→有关）→麦子需要剥皮→麦子,N2
麦茶,むぎちゃ,2,名,麦茶,,N2
無口,むくち,1,名,不爱说话，寡言,,N2
無視,むし,1,名,无视，不理睬,,N2
無地,むじ,1,名,素色,,N2
無邪気,むじゃき,1,名,天真无邪,,N2
無数,むすう,"2,0",名,无数,,N2
無責任,むせきにん,2,名,毫无责任,,N2
夢中,むちゅう,0,名,梦中；热衷于,,N2
旨,むね,"2,1",名,中心思想,【记】む（み→身）+ね（根）→身体的中心→中心,N2
紫,むらさき,2,名,紫，紫色,【记】むら（斑→颜色不均匀）+さ（颯→轻）+き（か→あか→赤）→颜色中掺杂淡红色→紫色,N2
無理矢理,むりやり,0,名,非要，强行,,N2
群れ,むれ,2,名,一群，一伙,【记】むれ（むら→村）→群,N2
芽,め,1,名,芽；苗头,【记】め（ま→满→圆满→圆）→芽,N2
目当て,めあて,1,名,指望；目标,【记】あ（上）+て（手）→把手向上→大面积地接触；め（目）+当て→眼睛接触的地方→目标,N2
名言,めいげん,0,名,名言,,N2
名作,めいさく,0,名,名作,,N2
銘々,めいめい,3,名,各自，各各,,N2
冥々,めいめい,0,名,冥冥,,N2
目方,めかた,0,名,重量，分量,,N2
恵み,めぐみ,0,名,恩惠,【记】め（美）+く（根据字形→方向）+浊音（拖泥带水→有关）+む（关闭）→好事来了→恩惠,N2
目尻,めじり,1,名,外眼角,【记】し（稀）+り（る→留→留下→长）→越来越轻→末梢；目+尻→外眼角,N2
目印,めじるし,2,名,记号，标记；线索,【记】し（示）+る（留→长）+し（做）→显示→记号；目+印→看的记号,N2
目安,めやす,"0,1",名,标准，基准,,N2
面,めん,1,名,面具；脸面；方面,,N2
免許,めんきょ,1,名,许可，执照,,N2
免除,めんじょ,1,名,免除,,N2
申し込み,もうしこみ,0,名,申请；报名；预约,【记】も（もの→物）+う（ふ→風→状态）+し（做）→申；こ（ご→过）+み（む→闷）→入,N2
申し訳,もうしわけ,0,名,申辩，辩解,【记】わけ（分け）→分辩→道理；申し+わけ→说出道理→申辩,N2
毛布,もうふ,1,名,毯子，毛毯,,N2
目次,もくじ,0,名,目录,,N2
目前,もくぜん,0,名,眼前,,N2
目録,もくろく,0,名,目录,,N2
物置,ものおき,"3,4",名,放东西的地方；仓库，储藏室,,N2
物音,ものおと,"3,4",名,声音，声响,,N2
物差し,ものさし,"3,4",名,尺子；尺度，标准,,N2
模様,もよう,0,名,模样；花样；样子,,N2
催し,もよおし,0,名,主办，举办；集会；活动,【记】も（もの→物）+よ（悠）+お（おく→置く）+し（做）→把东西拿来放到一起→举办展示会,N2
問答,もんどう,3,名,问答，问和答,,N2
